"chr","start","end","gc","map","htertrt","gc_bin"
"13",40000001,40500000,0.38034,0.998252,"mid",0.38
"13",40500001,4.1e+07,0.418436,0.990471,"mid",0.42
"13",41000001,41500000,0.422966,0.985354,"mid",0.42
"13",42500001,4.3e+07,0.3898,0.993472,"early",0.39
"13",46000001,46500000,0.429078,0.989638,"mid",0.43
"13",47000001,47500000,0.396002,0.994823,"mid",0.4
"13",47500001,4.8e+07,0.377262,0.991806,"mid",0.38
"13",48000001,48500000,0.395584,0.988053,"mid",0.4
"13",50000001,50500000,0.418496,0.995872,"mid",0.42
"13",51000001,51500000,0.39323,0.993609,"early",0.39
"13",52500001,5.3e+07,0.41569,0.986329,"mid",0.42
"13",54000001,54500000,0.359324,0.996142,"mid",0.36
"13",54500001,5.5e+07,0.35856,0.996196,"late",0.36
"13",58500001,5.9e+07,0.344748,0.997253,"late",0.34
"13",59000001,59500000,0.35645,0.987836,"late",0.36
"13",59500001,6e+07,0.376874,0.995932,"late",0.38
"13",60000001,60500000,0.37615,0.99371,"late",0.38
"13",60500001,6.1e+07,0.375556,0.991311,"late",0.38
"13",61000001,61500000,0.376506,0.991051,"late",0.38
"13",61500001,6.2e+07,0.361402,0.997359,"late",0.36
"13",62000001,62500000,0.346116,0.997437,"mid",0.35
"13",64000001,64500000,0.351758,0.9938,"late",0.35
"13",66500001,6.7e+07,0.355638,0.993871,"late",0.36
"13",67000001,67500000,0.345108,0.991893,"mid",0.35
"13",67500001,6.8e+07,0.350984,0.997594,"late",0.35
"13",68000001,68500000,0.349538,0.99119,"late",0.35
"13",71000001,71500000,0.341118,0.99916,"mid",0.34
"13",71500001,7.2e+07,0.347666,0.996576,"mid",0.35
"13",72500001,7.3e+07,0.363038,0.995888,"early",0.36
"13",73000001,73500000,0.37168,0.994431,"early",0.37
"13",73500001,7.4e+07,0.39637,0.998787,"early",0.4
"13",74000001,74500000,0.386438,0.992554,"early",0.39
"13",74500001,7.5e+07,0.376746,0.994586,"early",0.38
"13",75000001,75500000,0.373978,0.98531,"early",0.37
"13",75500001,7.6e+07,0.379404,0.995981,"early",0.38
"13",76500001,7.7e+07,0.36332,0.997449,"early",0.36
"13",77500001,7.8e+07,0.374854,0.995351,"early",0.37
"13",78500001,7.9e+07,0.365896,0.99569,"early",0.37
"13",80500001,8.1e+07,0.389848,0.995274,"mid",0.39
"13",82000001,82500000,0.346402,0.995427,"mid",0.35
"13",87000001,87500000,0.347532,0.994696,"late",0.35
"13",91000001,91500000,0.361712,0.994927,"late",0.36
"13",91500001,9.2e+07,0.367242,0.998988,"late",0.37
"13",92000001,92500000,0.366742,0.994567,"late",0.37
"13",96500001,9.7e+07,0.379038,0.991088,"mid",0.38
"13",97500001,9.8e+07,0.401306,0.99497,"mid",0.4
"13",102500001,1.03e+08,0.374154,0.997305,"mid",0.37
"13",103500001,1.04e+08,0.387618,0.998724,"mid",0.39
"13",105500001,1.06e+08,0.35669,0.995036,"mid",0.36
"13",106000001,106500000,0.363614,0.994252,"mid",0.36
"13",107500001,1.08e+08,0.385362,0.995796,"late",0.39
"13",109500001,1.1e+08,0.394112,0.998148,"mid",0.39
"13",110000001,110500000,0.417744,0.997095,"mid",0.42
"13",111500001,1.12e+08,0.446066,0.994623,"late",0.45
"13",113500001,1.14e+08,0.51422,0.995164,"late",0.51
"14",19000001,19500000,0.402928,0.983015,"late",0.4
"14",22500001,2.3e+07,0.395858,0.998332,"early",0.4
"14",25000001,25500000,0.397722,0.995897,"early",0.4
"14",25500001,2.6e+07,0.384584,0.991415,"early",0.38
"14",28500001,2.9e+07,0.355464,0.985756,"mid",0.36
"14",29000001,29500000,0.359594,0.996358,"mid",0.36
"14",31000001,31500000,0.380022,0.989228,"early",0.38
"14",31500001,3.2e+07,0.407734,0.997314,"mid",0.41
"14",32500001,3.3e+07,0.388478,0.995402,"early",0.39
"14",33500001,3.4e+07,0.376144,0.998297,"early",0.38
"14",34000001,34500000,0.402346,0.998843,"early",0.4
"14",34500001,3.5e+07,0.421592,0.989919,"early",0.42
"14",35500001,3.6e+07,0.422512,0.996971,"early",0.42
"14",36000001,36500000,0.38018,0.996444,"early",0.38
"14",37500001,3.8e+07,0.368396,0.991187,"early",0.37
"14",38500001,3.9e+07,0.372502,0.994937,"early",0.37
"14",41000001,41500000,0.342062,0.990067,"early",0.34
"14",42500001,4.3e+07,0.34929,0.994147,"mid",0.35
"14",44000001,44500000,0.351522,0.992998,"mid",0.35
"14",45500001,4.6e+07,0.382318,0.987741,"late",0.38
"14",46000001,46500000,0.36724,0.986252,"late",0.37
"14",48000001,48500000,0.359176,0.991452,"mid",0.36
"14",48500001,4.9e+07,0.353058,0.985396,"early",0.35
"14",49000001,49500000,0.35642,0.997276,"early",0.36
"14",52000001,52500000,0.403492,0.992205,"early",0.4
"14",53000001,53500000,0.393588,0.998525,"early",0.39
"14",54000001,54500000,0.388592,0.994956,"early",0.39
"14",54500001,5.5e+07,0.405526,0.994473,"early",0.41
"14",55000001,55500000,0.421056,0.997162,"early",0.42
"14",55500001,5.6e+07,0.41568,0.999438,"early",0.42
"14",59500001,6e+07,0.395854,0.996944,"mid",0.4
"14",61000001,61500000,0.383898,0.994588,"early",0.38
"14",61500001,6.2e+07,0.422242,0.989358,"early",0.42
"14",62000001,62500000,0.40073,0.999129,"early",0.4
"14",62500001,6.3e+07,0.3797,0.994151,"early",0.38
"14",63000001,63500000,0.366448,0.985864,"early",0.37
"14",63500001,6.4e+07,0.39737,0.988317,"early",0.4
"14",64000001,64500000,0.41417,0.999768,"early",0.41
"14",64500001,6.5e+07,0.418432,0.999324,"early",0.42
"14",66000001,66500000,0.404608,0.994182,"early",0.4
"14",66500001,6.7e+07,0.401004,0.996086,"early",0.4
"14",67000001,67500000,0.359896,0.992822,"early",0.36
"14",67500001,6.8e+07,0.412244,0.997804,"early",0.41
"14",68000001,68500000,0.412646,0.996497,"early",0.41
"14",68500001,6.9e+07,0.400322,0.996251,"early",0.4
"14",69500001,7e+07,0.438524,0.999493,"early",0.44
"14",72000001,72500000,0.405236,0.989944,"early",0.41
"14",72500001,7.3e+07,0.416574,0.996672,"early",0.42
"14",75500001,7.6e+07,0.449066,0.99969,"early",0.45
"14",76000001,76500000,0.418598,0.999389,"early",0.42
"14",78000001,78500000,0.44375,0.998292,"mid",0.44
"14",81500001,8.2e+07,0.402394,0.991946,"mid",0.4
"14",88500001,8.9e+07,0.409572,0.994259,"mid",0.41
"14",89000001,89500000,0.398034,0.99896,"mid",0.4
"14",90000001,90500000,0.41789,0.999027,"mid",0.42
"14",91000001,91500000,0.436658,0.998647,"mid",0.44
"14",92000001,92500000,0.40416,0.992678,"mid",0.4
"14",93000001,93500000,0.482038,0.995225,"mid",0.48
"14",96000001,96500000,0.45126,0.999692,"mid",0.45
"14",98000001,98500000,0.416588,0.999121,"late",0.42
"14",99000001,99500000,0.435086,0.99873,"mid",0.44
"14",99500001,1e+08,0.474312,0.999366,"mid",0.47
"15",24000001,24500000,0.393276,0.987162,"late",0.39
"15",24500001,2.5e+07,0.390518,0.981781,"late",0.39
"15",25000001,25500000,0.434976,0.999483,"late",0.43
"15",25500001,2.6e+07,0.408328,0.997087,"late",0.41
"15",26000001,26500000,0.432516,0.999272,"late",0.43
"15",26500001,2.7e+07,0.406504,0.997809,"late",0.41
"15",27000001,27500000,0.41359,0.996377,"late",0.41
"15",28000001,28500000,0.43969,0.986864,"late",0.44
"15",32000001,32500000,0.418088,0.99313,"late",0.42
"15",33500001,3.4e+07,0.41046,0.997744,"mid",0.41
"15",35000001,35500000,0.397202,0.998913,"mid",0.4
"15",36500001,3.7e+07,0.368958,0.995707,"mid",0.37
"15",37500001,3.8e+07,0.36533,0.983308,"mid",0.37
"15",38000001,38500000,0.384318,0.99808,"early",0.38
"15",38500001,3.9e+07,0.394586,0.999031,"early",0.39
"15",39000001,39500000,0.393756,0.992612,"early",0.39
"15",39500001,4e+07,0.399484,0.990601,"early",0.4
"15",40000001,40500000,0.420128,0.997524,"early",0.42
"15",42500001,4.3e+07,0.4222,0.999569,"early",0.42
"15",47000001,47500000,0.35878,0.987164,"mid",0.36
"15",49000001,49500000,0.384344,0.999911,"early",0.38
"15",49500001,5e+07,0.369332,0.985088,"early",0.37
"15",50000001,50500000,0.386104,0.993205,"early",0.39
"15",50500001,5.1e+07,0.406146,0.999003,"early",0.41
"15",52000001,52500000,0.4274,0.999103,"early",0.43
"15",52500001,5.3e+07,0.404444,0.998335,"early",0.4
"15",53000001,53500000,0.407142,0.989678,"early",0.41
"15",56500001,5.7e+07,0.368042,0.989405,"early",0.37
"15",57000001,57500000,0.377932,0.999051,"early",0.38
"15",58500001,5.9e+07,0.418104,0.998809,"early",0.42
"15",59000001,59500000,0.407996,0.999986,"early",0.41
"15",60000001,60500000,0.40608,0.99785,"early",0.41
"15",60500001,6.1e+07,0.4067,0.997989,"early",0.41
"15",61000001,61500000,0.421404,0.995277,"early",0.42
"15",61500001,6.2e+07,0.400328,0.997533,"early",0.4
"15",63000001,63500000,0.442288,0.998896,"early",0.44
"15",63500001,6.4e+07,0.423582,0.998124,"early",0.42
"15",65000001,65500000,0.478126,0.998979,"mid",0.48
"15",67500001,6.8e+07,0.390678,0.995308,"early",0.39
"15",69000001,69500000,0.433826,0.997015,"mid",0.43
"15",71500001,7.2e+07,0.421232,0.997133,"early",0.42
"15",79500001,8e+07,0.418264,0.988088,"mid",0.42
"15",80000001,80500000,0.424716,0.995611,"mid",0.42
"15",80500001,8.1e+07,0.439462,0.999127,"mid",0.44
"15",81500001,8.2e+07,0.39987,0.985816,"mid",0.4
"15",84000001,84500000,0.412354,0.982983,"early",0.41
"15",86500001,8.7e+07,0.40689,0.999361,"early",0.41
"15",87500001,8.8e+07,0.376888,0.9936,"mid",0.38
"15",91500001,9.2e+07,0.42063,0.995728,"early",0.42
"15",92000001,92500000,0.417044,0.994477,"early",0.42
"15",93500001,9.4e+07,0.450148,0.997841,"mid",0.45
"15",94000001,94500000,0.396592,0.990641,"mid",0.4
"15",94500001,9.5e+07,0.385846,0.997484,"mid",0.39
"15",96500001,9.7e+07,0.413012,0.999526,"late",0.41
"15",97000001,97500000,0.390414,0.99634,"late",0.39
"15",97500001,9.8e+07,0.376176,0.98647,"late",0.38
"15",100000001,100500000,0.404016,0.996963,"mid",0.4
"16",4000001,4500000,0.511952,0.999992,"mid",0.51
"16",6000001,6500000,0.417358,0.999592,"mid",0.42
"16",7000001,7500000,0.4153,0.999841,"late",0.42
"16",8000001,8500000,0.411972,0.993346,"mid",0.41
"16",10500001,1.1e+07,0.458112,0.997157,"mid",0.46
"16",11500001,1.2e+07,0.473242,0.998637,"mid",0.47
"16",13500001,1.4e+07,0.41586,0.999683,"early",0.42
"16",20500001,2.1e+07,0.421252,0.995996,"mid",0.42
"16",23500001,2.4e+07,0.450524,0.996834,"mid",0.45
"16",26000001,26500000,0.403928,0.997953,"mid",0.4
"16",31500001,3.2e+07,0.415124,0.980752,"mid",0.42
"16",34500001,3.5e+07,0.413356,0.986353,"late",0.41
"16",47000001,47500000,0.397682,0.99197,"mid",0.4
"16",50000001,50500000,0.450398,0.999019,"late",0.45
"16",51000001,51500000,0.436646,0.996556,"late",0.44
"16",52500001,5.3e+07,0.402406,0.999817,"late",0.4
"16",55500001,5.6e+07,0.434492,0.994395,"mid",0.43
"16",58500001,5.9e+07,0.435054,0.997146,"mid",0.44
"16",59000001,59500000,0.380346,0.991305,"early",0.38
"16",59500001,6e+07,0.366866,0.99204,"early",0.37
"16",60000001,60500000,0.374806,0.991358,"late",0.37
"16",61000001,61500000,0.359622,0.996848,"late",0.36
"16",61500001,6.2e+07,0.362802,0.982895,"late",0.36
"16",62000001,62500000,0.369808,0.997946,"late",0.37
"16",62500001,6.3e+07,0.367752,0.997976,"late",0.37
"16",63000001,63500000,0.362714,0.984731,"late",0.36
"16",63500001,6.4e+07,0.361936,0.998274,"late",0.36
"16",64000001,64500000,0.367146,0.998234,"late",0.37
"16",73500001,7.4e+07,0.408396,0.991321,"mid",0.41
"16",76000001,76500000,0.36429,0.997394,"early",0.36
"16",76500001,7.7e+07,0.365798,0.993822,"early",0.37
"16",77500001,7.8e+07,0.424968,0.999262,"late",0.42
"16",78000001,78500000,0.423548,0.999845,"late",0.42
"16",78500001,7.9e+07,0.427676,0.999459,"late",0.43
"16",79000001,79500000,0.437052,0.999727,"late",0.44
"16",80500001,8.1e+07,0.417758,0.997627,"early",0.42
"16",82000001,82500000,0.41524,0.989954,"early",0.42
"17",8500001,9e+06,0.460258,0.999991,"mid",0.46
"17",10000001,10500000,0.42888,0.997617,"late",0.43
"17",10500001,1.1e+07,0.438514,0.997296,"late",0.44
"17",11000001,11500000,0.43124,0.997893,"late",0.43
"17",11500001,1.2e+07,0.418304,0.993703,"late",0.42
"17",12000001,12500000,0.396518,0.99049,"late",0.4
"17",12500001,1.3e+07,0.427612,0.998218,"late",0.43
"17",13000001,13500000,0.395446,0.998549,"late",0.4
"17",13500001,1.4e+07,0.403704,0.997106,"late",0.4
"17",25500001,2.6e+07,0.470954,0.994537,"mid",0.47
"17",26000001,26500000,0.429364,0.996566,"early",0.43
"17",28500001,2.9e+07,0.43004,0.981152,"early",0.43
"17",31000001,31500000,0.42887,0.983792,"mid",0.43
"17",33500001,3.4e+07,0.412266,0.992999,"early",0.41
"17",34000001,34500000,0.448548,0.980539,"mid",0.45
"17",38500001,3.9e+07,0.447434,0.999592,"early",0.45
"17",39000001,39500000,0.407248,0.986283,"early",0.41
"17",39500001,4e+07,0.50511,0.999389,"early",0.51
"17",41000001,41500000,0.468704,0.997058,"early",0.47
"17",45000001,45500000,0.429276,0.989151,"early",0.43
"17",49000001,49500000,0.427164,0.997854,"early",0.43
"17",49500001,5e+07,0.415182,0.995301,"early",0.42
"17",50000001,50500000,0.376986,0.992849,"early",0.38
"17",50500001,5.1e+07,0.36747,0.995537,"mid",0.37
"17",56500001,5.7e+07,0.42656,0.998219,"early",0.43
"17",57000001,57500000,0.424472,0.997452,"early",0.42
"17",57500001,5.8e+07,0.414216,0.998557,"early",0.41
"17",58000001,58500000,0.42968,0.985771,"mid",0.43
"17",58500001,5.9e+07,0.405658,0.991637,"early",0.41
"17",61000001,61500000,0.379424,0.999749,"early",0.38
"17",63000001,63500000,0.44728,0.999232,"early",0.45
"17",63500001,6.4e+07,0.409688,0.999574,"early",0.41
"17",68000001,68500000,0.375234,0.987973,"mid",0.38
"17",68500001,6.9e+07,0.369086,0.988669,"early",0.37
"17",69000001,69500000,0.376062,0.996021,"early",0.38
"17",69500001,7e+07,0.386288,0.997914,"early",0.39
"17",70500001,7.1e+07,0.464842,0.998719,"early",0.46
"18",500001,1e+06,0.424806,0.984224,"late",0.42
"18",3000001,3500000,0.41853,0.999635,"mid",0.42
"18",3500001,4e+06,0.414206,0.995109,"mid",0.41
"18",4000001,4500000,0.376408,0.994689,"mid",0.38
"18",5000001,5500000,0.390376,0.991217,"late",0.39
"18",5500001,6e+06,0.407364,0.992009,"late",0.41
"18",6000001,6500000,0.39419,0.99426,"late",0.39
"18",6500001,7e+06,0.403404,0.998797,"late",0.4
"18",7000001,7500000,0.435144,0.993433,"late",0.44
"18",9000001,9500000,0.399968,0.995913,"early",0.4
"18",9500001,1e+07,0.421542,0.998507,"early",0.42
"18",11000001,11500000,0.401694,0.997873,"mid",0.4
"18",13500001,1.4e+07,0.430918,0.989536,"mid",0.43
"18",14000001,14500000,0.42241,0.981472,"late",0.42
"18",19500001,2e+07,0.43415,0.999136,"early",0.43
"18",21000001,21500000,0.431246,0.999152,"early",0.43
"18",21500001,2.2e+07,0.416176,0.997603,"early",0.42
"18",22000001,22500000,0.412626,0.986445,"early",0.41
"18",24500001,2.5e+07,0.379562,0.992499,"mid",0.38
"18",25500001,2.6e+07,0.37116,0.991902,"late",0.37
"18",27000001,27500000,0.345824,0.997507,"early",0.35
"18",28000001,28500000,0.355266,0.998986,"early",0.36
"18",28500001,2.9e+07,0.36826,0.993798,"early",0.37
"18",29000001,29500000,0.394636,0.998946,"early",0.39
"18",29500001,3e+07,0.411504,0.994088,"mid",0.41
"18",30500001,3.1e+07,0.348942,0.997601,"early",0.35
"18",31000001,31500000,0.361666,0.994316,"mid",0.36
"18",31500001,3.2e+07,0.3556,0.994581,"mid",0.36
"18",33500001,3.4e+07,0.419476,0.99384,"mid",0.42
"18",35000001,35500000,0.450562,0.988003,"late",0.45
"18",37000001,37500000,0.37327,0.990666,"late",0.37
"18",37500001,3.8e+07,0.361302,0.990214,"mid",0.36
"18",39000001,39500000,0.38068,0.987181,"late",0.38
"18",39500001,4e+07,0.375336,0.998498,"late",0.38
"18",40000001,40500000,0.36627,0.99622,"late",0.37
"18",45000001,45500000,0.424858,0.988015,"mid",0.42
"18",50500001,5.1e+07,0.361358,0.993489,"mid",0.36
"18",51000001,51500000,0.372882,0.995273,"mid",0.37
"18",51500001,5.2e+07,0.386678,0.987367,"mid",0.39
"18",52500001,5.3e+07,0.38789,0.999308,"mid",0.39
"18",53000001,53500000,0.37972,0.995612,"mid",0.38
"18",53500001,5.4e+07,0.390978,0.994773,"mid",0.39
"18",59500001,6e+07,0.382032,0.994944,"early",0.38
"18",62000001,62500000,0.364096,0.99647,"early",0.36
"18",62500001,6.3e+07,0.34658,0.996361,"early",0.35
"18",66500001,6.7e+07,0.346156,0.99636,"early",0.35
"18",67500001,6.8e+07,0.386562,0.998174,"mid",0.39
"18",68000001,68500000,0.393728,0.985132,"mid",0.39
"18",70000001,70500000,0.371472,0.999649,"late",0.37
"18",70500001,7.1e+07,0.366684,0.988217,"late",0.37
"18",71500001,7.2e+07,0.423282,0.99815,"late",0.42
"18",72500001,7.3e+07,0.419178,0.997684,"late",0.42
"18",73000001,73500000,0.416478,0.999108,"late",0.42
"18",73500001,7.4e+07,0.408944,0.988498,"late",0.41
"18",75000001,75500000,0.410836,0.994527,"late",0.41
"18",76000001,76500000,0.459354,0.994602,"late",0.46
"19",9000001,9500000,0.446596,0.998289,"mid",0.45
"19",21000001,21500000,0.40364,0.995372,"mid",0.4
"19",21500001,2.2e+07,0.415284,0.992265,"late",0.42
"19",22000001,22500000,0.404612,0.992481,"late",0.4
"19",22500001,2.3e+07,0.421356,0.998377,"late",0.42
"19",23000001,23500000,0.416322,0.994251,"late",0.42
"19",23500001,2.4e+07,0.410952,0.994287,"late",0.41
"19",24000001,24500000,0.40568,0.9931,"late",0.41
"19",28000001,28500000,0.406398,0.990737,"late",0.41
"19",28500001,2.9e+07,0.431732,0.995147,"late",0.43
"19",29000001,29500000,0.428818,0.994326,"late",0.43
"19",29500001,3e+07,0.464432,0.986102,"late",0.46
"19",30000001,30500000,0.481046,0.995016,"late",0.48
"19",30500001,3.1e+07,0.464304,0.994081,"late",0.46
"19",31000001,31500000,0.444528,0.998454,"late",0.44
"19",37000001,37500000,0.412144,0.994643,"mid",0.41
"19",52500001,5.3e+07,0.433732,0.998668,"late",0.43
"19",53000001,53500000,0.452356,0.995575,"late",0.45
"19",56500001,5.7e+07,0.4609,0.993347,"late",0.46
"19",57500001,5.8e+07,0.44371,0.995475,"late",0.44
"2",2000001,2500000,0.415104,0.991241,"late",0.42
"2",3000001,3500000,0.476892,0.992667,"late",0.48
"2",4000001,4500000,0.393196,0.994046,"late",0.39
"2",4500001,5e+06,0.380274,0.983759,"late",0.38
"2",5500001,6e+06,0.414498,0.99571,"late",0.41
"2",6000001,6500000,0.400106,0.998474,"late",0.4
"2",6500001,7e+06,0.400626,0.999588,"late",0.4
"2",7000001,7500000,0.422898,0.997923,"late",0.42
"2",7500001,8e+06,0.399838,0.99981,"mid",0.4
"2",9000001,9500000,0.437804,0.996092,"early",0.44
"2",11500001,1.2e+07,0.464634,0.997812,"mid",0.46
"2",12500001,1.3e+07,0.405894,0.991409,"mid",0.41
"2",13000001,13500000,0.36521,0.997956,"mid",0.37
"2",14500001,1.5e+07,0.389488,0.986365,"late",0.39
"2",15000001,15500000,0.403918,0.998705,"late",0.4
"2",15500001,1.6e+07,0.42549,0.994523,"late",0.43
"2",16500001,1.7e+07,0.416162,0.989204,"late",0.42
"2",18500001,1.9e+07,0.385048,0.99696,"early",0.39
"2",19500001,2e+07,0.419064,0.994945,"early",0.42
"2",24500001,2.5e+07,0.392224,0.998765,"early",0.39
"2",26000001,26500000,0.437176,0.999189,"early",0.44
"2",28000001,28500000,0.390418,0.996918,"early",0.39
"2",28500001,2.9e+07,0.46917,0.99888,"early",0.47
"2",30000001,30500000,0.43294,0.998974,"early",0.43
"2",32500001,3.3e+07,0.39283,0.997962,"early",0.39
"2",33500001,3.4e+07,0.402814,0.998776,"mid",0.4
"2",34500001,3.5e+07,0.370322,0.987889,"late",0.37
"2",37000001,37500000,0.396428,0.997875,"early",0.4
"2",38500001,3.9e+07,0.430164,0.996789,"early",0.43
"2",39000001,39500000,0.40225,0.999105,"early",0.4
"2",40500001,4.1e+07,0.361836,0.997559,"early",0.36
"2",41000001,41500000,0.349114,0.998182,"early",0.35
"2",42000001,42500000,0.43216,0.998822,"mid",0.43
"2",43500001,4.4e+07,0.396016,0.986193,"early",0.4
"2",44500001,4.5e+07,0.382776,0.996182,"early",0.38
"2",45500001,4.6e+07,0.407198,0.999013,"early",0.41
"2",46000001,46500000,0.441306,0.998919,"early",0.44
"2",46500001,4.7e+07,0.42455,0.999107,"early",0.42
"2",48500001,4.9e+07,0.402944,0.993804,"mid",0.4
"2",49500001,5e+07,0.36782,0.994374,"late",0.37
"2",51500001,5.2e+07,0.347896,0.992937,"mid",0.35
"2",52500001,5.3e+07,0.36701,0.996301,"mid",0.37
"2",53000001,53500000,0.363178,0.997098,"early",0.36
"2",53500001,5.4e+07,0.387832,0.990002,"early",0.39
"2",54500001,5.5e+07,0.413456,0.999479,"early",0.41
"2",55000001,55500000,0.4055,0.999315,"early",0.41
"2",55500001,5.6e+07,0.391538,0.994347,"early",0.39
"2",59500001,6e+07,0.371798,0.994164,"mid",0.37
"2",60000001,60500000,0.405448,0.983306,"mid",0.41
"2",62000001,62500000,0.422144,0.997546,"mid",0.42
"2",63000001,63500000,0.369786,0.992332,"early",0.37
"2",63500001,6.4e+07,0.380168,0.997023,"early",0.38
"2",64000001,64500000,0.389496,0.997914,"early",0.39
"2",64500001,6.5e+07,0.422348,0.997045,"early",0.42
"2",67000001,67500000,0.375956,0.995794,"early",0.38
"2",69000001,69500000,0.41403,0.999219,"early",0.41
"2",69500001,7e+07,0.419636,0.999755,"early",0.42
"2",70000001,70500000,0.43865,0.998861,"early",0.44
"2",70500001,7.1e+07,0.436698,0.996701,"early",0.44
"2",72500001,7.3e+07,0.36576,0.991202,"early",0.37
"2",73500001,7.4e+07,0.410628,0.988286,"early",0.41
"2",75000001,75500000,0.419584,0.993345,"early",0.42
"2",75500001,7.6e+07,0.395448,0.997266,"early",0.4
"2",76000001,76500000,0.366388,0.994489,"early",0.37
"2",76500001,7.7e+07,0.365168,0.985077,"mid",0.37
"2",79000001,79500000,0.387532,0.993906,"late",0.39
"2",79500001,8e+07,0.374664,0.992052,"late",0.37
"2",80000001,80500000,0.393796,0.997535,"late",0.39
"2",80500001,8.1e+07,0.38549,0.999969,"late",0.39
"2",81000001,81500000,0.360474,0.997851,"late",0.36
"2",82000001,82500000,0.354718,0.997787,"late",0.35
"2",82500001,8.3e+07,0.346884,0.998708,"mid",0.35
"2",83000001,83500000,0.359132,0.99297,"mid",0.36
"2",83500001,8.4e+07,0.350524,0.990141,"early",0.35
"2",84000001,84500000,0.37801,0.991701,"early",0.38
"2",89000001,89500000,0.400118,0.991472,"late",0.4
"2",96000001,96500000,0.436468,0.989273,"late",0.44
"2",102000001,102500000,0.427926,0.996613,"early",0.43
"2",102500001,1.03e+08,0.41898,0.999105,"early",0.42
"2",103500001,1.04e+08,0.373886,0.997676,"mid",0.37
"2",104000001,104500000,0.360412,0.99862,"mid",0.36
"2",104500001,1.05e+08,0.361862,0.998553,"mid",0.36
"2",108500001,1.09e+08,0.390644,0.985029,"mid",0.39
"2",112000001,112500000,0.449012,0.997886,"late",0.45
"2",113500001,1.14e+08,0.441018,0.997516,"early",0.44
"2",114500001,1.15e+08,0.403882,0.993331,"early",0.4
"2",115500001,1.16e+08,0.371724,0.994462,"mid",0.37
"2",117000001,117500000,0.361138,0.99863,"late",0.36
"2",119000001,119500000,0.413208,0.993813,"mid",0.41
"2",120500001,1.21e+08,0.392372,0.995533,"early",0.39
"2",123000001,123500000,0.382662,0.992754,"early",0.38
"2",123500001,1.24e+08,0.358752,0.997688,"early",0.36
"2",124500001,1.25e+08,0.374142,0.991213,"late",0.37
"2",125000001,125500000,0.39075,0.983553,"late",0.39
"2",125500001,1.26e+08,0.372246,0.997636,"late",0.37
"2",126000001,126500000,0.368438,0.994573,"late",0.37
"2",126500001,1.27e+08,0.372078,0.986397,"mid",0.37
"2",129500001,1.3e+08,0.415932,0.988381,"late",0.42
"2",130500001,1.31e+08,0.454624,0.980174,"late",0.45
"2",133500001,1.34e+08,0.388308,0.998182,"mid",0.39
"2",134500001,1.35e+08,0.423374,0.985775,"early",0.42
"2",135000001,135500000,0.431204,0.990966,"early",0.43
"2",135500001,1.36e+08,0.400644,0.991831,"mid",0.4
"2",138500001,1.39e+08,0.378076,0.999216,"mid",0.38
"2",139000001,139500000,0.377312,0.997358,"mid",0.38
"2",139500001,1.4e+08,0.367056,0.998118,"mid",0.37
"2",140500001,1.41e+08,0.358218,0.99522,"late",0.36
"2",143500001,1.44e+08,0.36721,0.991212,"mid",0.37
"2",145000001,145500000,0.38052,0.998816,"late",0.38
"2",147500001,1.48e+08,0.369824,0.996299,"late",0.37
"2",148000001,148500000,0.387512,0.994722,"late",0.39
"2",149000001,149500000,0.386704,0.993192,"late",0.39
"2",150500001,1.51e+08,0.37496,0.985293,"mid",0.37
"2",151000001,151500000,0.382416,0.998217,"mid",0.38
"2",151500001,1.52e+08,0.384446,0.99948,"mid",0.38
"2",153500001,1.54e+08,0.377432,0.98983,"mid",0.38
"2",154000001,154500000,0.373374,0.989232,"mid",0.37
"2",154500001,1.55e+08,0.35807,0.990785,"mid",0.36
"2",159000001,159500000,0.378702,0.985592,"early",0.38
"2",160000001,160500000,0.383902,0.995275,"early",0.38
"2",161000001,161500000,0.394298,0.997696,"early",0.39
"2",161500001,1.62e+08,0.384302,0.983358,"early",0.38
"2",162000001,162500000,0.369276,0.993858,"early",0.37
"2",162500001,1.63e+08,0.365532,0.996285,"early",0.37
"2",163000001,163500000,0.359308,0.996702,"early",0.36
"2",163500001,1.64e+08,0.352862,0.997804,"early",0.35
"2",165500001,1.66e+08,0.364528,0.996779,"early",0.36
"2",166500001,1.67e+08,0.368144,0.989506,"mid",0.37
"2",168000001,168500000,0.36534,0.995038,"mid",0.37
"2",169500001,1.7e+08,0.39326,0.996634,"early",0.39
"2",173000001,173500000,0.423148,0.988248,"early",0.42
"2",173500001,1.74e+08,0.40522,0.998423,"early",0.41
"2",174000001,174500000,0.40726,0.995972,"early",0.41
"2",175000001,175500000,0.401194,0.985568,"mid",0.4
"2",177000001,177500000,0.39969,0.998839,"mid",0.4
"2",180500001,1.81e+08,0.370546,0.997682,"mid",0.37
"2",183000001,183500000,0.36716,0.987712,"mid",0.37
"2",184500001,1.85e+08,0.357286,0.994326,"mid",0.36
"2",186500001,1.87e+08,0.347396,0.987345,"early",0.35
"2",187000001,187500000,0.367196,0.99213,"mid",0.37
"2",187500001,1.88e+08,0.37073,0.997455,"mid",0.37
"2",188000001,188500000,0.350358,0.995272,"early",0.35
"2",188500001,1.89e+08,0.360102,0.993171,"mid",0.36
"2",189500001,1.9e+08,0.34926,0.990656,"early",0.35
"2",190000001,190500000,0.36796,0.99836,"early",0.37
